body,brand,cit,color,gear,price,usage,year
بدون رنگ,پراید 111 SE,تهران، استاد معین,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
,پراید 111 SE,تهران، ستارخان,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، مجیدیه,سفید صدفی,دنده‌ای,۵٫۶۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,تهران، امام حسین(ع),نقدی,دنده‌ای,توافقی,۶۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 111 SE,تهران، وحیدیه,بدون رنگ,۴۳٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SE,تهران، رباط کریم,نقدی,دنده‌ای,توافقی,۱۱۷,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SX,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۴۴٫۹۰۰٫۰۰۰ تومان,۴۸٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111,تهران، تهرانپارس غربی,بدون رنگ,۱۷٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,تهران، تهران‌سر,سفید,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۸۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,تهران، چیتگر,نوک‌مدادی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
۱۲۰٫۰۰۰,پراید 111 SX,تهران، افسریه,دنده‌ای,,,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,تهران، شهرک غرب,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، شهرک ولیعصر,سفید,دنده‌ای,۴٫۶۵۰٫۰۰۰ تومان,۵۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SX,تهران، بهجت‌آباد,نقره‌ای,دنده‌ای,۶۷٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 EX,تهران، ستارخان,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 EX,تهران، پیروزی,بدون رنگ,۲۸٫۵۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
,پراید 111 SE,تهران، مهران,۱۱۰٫۰۰۰,,,,۲۰۱۵ - ۱۳۹۴
۳۹٫۵۰۰٫۰۰۰ تومان,پراید 111 SE,تهران، نعمت‌آباد,چند برگی,۱۱۵,,,۲۰۱۴ - ۱۳۹۳
,پراید 111 SE,تهران، افسریه,۹۴٫۰۰۰,,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,تهران، نازی‌آباد,سفید,دنده‌ای,۲۰٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، استاد معین,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، پردیس,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۴۳٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، شهرآرا,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,تهران، سازمان برنامه,آبی,اتوماتیک,۴۵٫۰۰۰٫۰۰۰ تومان,۶۶٫۰۰۰,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,پراید 111 SE,تهران، سلیمانیه,سفید,دنده‌ای,۴۲٫۵۰۰٫۰۰۰ تومان,۹۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SL,تهران، جیحون,سفید,دنده‌ای,۳۰۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 111 SE,تهران، نارمک,نقره‌ای,دنده‌ای,۲۰۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 SE,تهران، دردشت,سفید,دنده‌ای,۴۷٫۰۰۰٫۰۰۰ تومان,۳۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
,پراید 111 SE,تهران، نظام‌آباد,۷۵٫۰۰۰,,,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 SX,تهران، وردآورد,سفید صدفی,دنده‌ای,۴۵٫۸۰۰٫۰۰۰ تومان,۹۱٫۰۰۰,۲۰۱۶ - ۱۳۹۵
۴۳٫۳۰۰٫۰۰۰ تومان,پراید 111 SE,تهران، پیروزی,چند لکه رنگ,۷۰٫۰۰۰,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,تهران، جنت‌آباد جنوبی,نوک‌مدادی,دنده‌ای,۶۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,تهران، پیروزی,سفید,دنده‌ای,۱۰۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,پراید 111 SX,تهران، مشیریه,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۱۹٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، حشمتیه,بنفش,دنده‌ای,۲۳۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
,پراید 111 SE,تهران، تهرانپارس غربی,,,,,۲۰۱۹ - ۱۳۹۸
,پراید 111 EX,تهران، پاسداران,۳۵۰٫۰۰۰,,,,۲۰۰۵ - ۱۳۸۴
یک لکه رنگ,پراید 111 EX,تهران، تهران‌سر,سفید,دنده‌ای,۱۱۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,تهران، پونک,آبی,دنده‌ای,۸۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,تهران، ولنجک,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 111 SX,تهران، پردیس,سفید,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۳۳٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 111 EX,تهران، پونک,بدون رنگ,۱۷٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، آذری,سفید,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پراید 111 SX,تهران، افسریه,نوک‌مدادی,دنده‌ای,۳۷٫۵۰۰٫۰۰۰ تومان,۱۸۶٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,تهران، پیروزی,قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۱,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، اکباتان,سفید,دنده‌ای,۱۷٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,تهران، پیروزی,خاکستری,دنده‌ای,۹۵٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
دنده‌ای,پراید 111 SE,تهران، جنت‌‌آباد مرکزی,بدون رنگ,۵۰٫۵۰۰٫۰۰۰ تومان,۳۹٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
توافقی,پراید 111 SE,تهران، آرژانتین,دنده‌ای,۰,,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پراید 111,تهران، چیتگر,سفید,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۷۰,۲۰۱۵ - ۱۳۹۴
,پراید 111 SL,تهران، اوین,,,,,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,پراید 111 SE,تهران، پاکدشت,نوک‌مدادی,دنده‌ای,۱۱۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
تک برگی,پراید 111 SE,تهران، قصر,بدون رنگ,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
۱۲۰٫۰۰۰,پراید 111 EX,تهران، تهران‌سر,دو برگی,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,تهران، افسریه,سفید,دنده‌ای,۴۹٫۶۰۰٫۰۰۰ تومان,۱۸٫۳۵۰,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,پراید 111 SE,تهران، تهرانپارس غربی,سفید,دنده‌ای,۴۶٫۵۰۰٫۰۰۰ تومان,۶۳٫۰۰۰,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پراید 111 EX,تهران، رباط کریم,نقره‌ای,دنده‌ای,۳۰٫۰۰۰٫۰۰۰ تومان,۲۵۰٫۰۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، صادقیه,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، شهرک غرب,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,تهران، يافت‌آباد,یک لکه رنگ,۴۵٫۵۰۰٫۰۰۰ تومان,۴۵,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SE,تهران، شهریار,سفید,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,تهران، بلوار کشاورز,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، تهران‌نو,سفید,دنده‌ای,۴۹٫۲۰۰٫۰۰۰ تومان,۶۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، تهران‌نو,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SL,تهران، رباط کریم,سفید,۴۱٫۵۰۰٫۰۰۰ تومان,۷۵٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,تهران، بهارستان,سفید صدفی,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۲۹٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، افسریه,سفید,دنده‌ای,۶۷٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
۰,پراید 111 SE,تهران، سید خندان,توافقی,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,تهران، آرژانتین,نقدی و قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,تهران، مهرآباد جنوبی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
۵۰٫۰۰۰٫۰۰۰ تومان,پراید 111 SE,تهران، جوادیه,بدون رنگ,۵۹٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SX,تهران، نیاوران,سفید,دنده‌ای,۱۲۶٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 SX,تهران، زرگنده,نوک‌مدادی,دنده‌ای,۳۸٫۷۰۰٫۰۰۰ تومان,۷۵٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SX,تهران، سهروردی شمالی,سفید,دنده‌ای,۳۹٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,تهران، استخر,سفید,دنده‌ای,۴۶٫۵۰۰٫۰۰۰ تومان,۷۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 111 SE,تهران، شهر زیبا,بدون رنگ,۴۹٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 SE,تهران، شهریار,یک لکه رنگ,۴۰٫۵۰۰٫۰۰۰ تومان,۱۳۸,,۲۰۱۴ - ۱۳۹۳
توافقی,پراید 111 EX,تهران، مرزداران,دنده‌ای,۰,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 EX,تهران، شهر ری,بدون رنگ,هستم,۶٫۷۵۰,,۲۰۱۹ - ۱۳۹۸
تک برگی,پراید 111 SE,تهران، جوانمرد قصاب,بدون رنگ,۲۰٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 EX,تهران، پونک,بدون رنگ,۱۷٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، عبدل‌آباد,آبی,دنده‌ای,۴۹٫۵۰۰٫۰۰۰ تومان,۳۵٫۰۰۰,۲۰۱۷ - ۱۳۹۶
هستم,پراید 111 SE,تهران، صادقیه,دنده‌ای,۱۳۰,,,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پراید 111 SE,تهران، شهرک دریا,سفید,دنده‌ای,۶۳٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
دنده‌ای,پراید 111 EX,تهران، اکباتان,بدون رنگ,۱۷٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SE,تهران، مشیریه,بدون رنگ,۴۵٫۰۰۰٫۰۰۰ تومان,۴۳٫۲۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 EX,تهران، آذربایجان,آبی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,تهران، پیروزی,سفید صدفی,دنده‌ای,۱۳٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پراید 111 SE,تهران، پرند,سفید,دنده‌ای,۴۶٫۷۰۰٫۰۰۰ تومان,۷۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 EX,تهران، مسعودیه,سفید صدفی,دنده‌ای,۳۸٫۵۰۰٫۰۰۰ تومان,۱۳۵,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SE,تهران، تهران‌نو,سفید,دنده‌ای,۱٫۲۰۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، شهر ری,نوک‌مدادی,دنده‌ای,۲۰۰٫۰۰۰,,۲۰۰۶ - ۱۳۸۵
دنده‌ای,پراید 111 SE,تهران، فشم,سفید,۵۱٫۵۰۰٫۰۰۰ تومان,۳۰٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SE,تهران، استاد معین,سفید,دنده‌ای,۵٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 SX,تهران، تهرانپارس شرقی,بدون رنگ,۴۰٫۰۰۰٫۰۰۰ تومان,۱۹۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 EX,تهران، شادآباد,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۱۶٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 111 SX,تهران، شهرک گلستان,بدون رنگ,۱۱٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,پراید 111 SE,تهران، تهرانپارس غربی,نقره‌ای,دنده‌ای,۳۶٫۰۰۰٫۰۰۰ تومان,۲۱,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 111 SE,تهران، شهرک آزادی,سفید,دنده‌ای,۴۷٫۵۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SE,تهران، پردیس,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۷۴٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SE,تهران، پاکدشت,نوک‌مدادی,دنده‌ای,۱۰۷٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 111 SE,تهران، ستارخان,سفید,دنده‌ای,۲۹٫۴۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دو برگی,پراید 111 SE,تهران، پونک,بدون رنگ,توافقی,فرمان برقی ، سرد کن/گرم کن صندلی و فرمان ، کولر دوال ، ترمز دستی برقی,۹۰,۲۰۱۵ - ۱۳۹۴
توافقی,پراید 111 SE,تهران، ورامین,دنده‌ای,۶۵٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SE,تهران، امام حسین(ع),نوک‌مدادی,دنده‌ای,۵۳٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,تهران، پیروزی,قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
تک برگی,پراید 111 SE,تهران، افسریه,بدون رنگ,۴۵٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 SE,تهران، تهران‌نو,سفید,۴۶٫۰۰۰٫۰۰۰ تومان,فرمان برقی,۶۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 111 SX,تهران، حشمتیه,سفید,دنده‌ای,۱۱٫۱۱۱٫۱۱۱ تومان,۱۲۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دنده‌ای,پراید 111 SE,تهران، شهرک شریعتی,بدون رنگ,۴٫۶۵۰٫۰۰۰ تومان,۶۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SE,تهران، مجیدیه,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۵۲٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 SE,تهران، هاشم‌آباد,سفید,دنده‌ای,۴۷٫۵۰۰٫۰۰۰ تومان,دی لایت,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,پراید 111 SL,تهران، پونک,مشکی,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پراید 111 SX,مشهد، وکیل آباد,نقره‌ای,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پراید 111 SL,مشهد، کلاهدوز,خاکستری,دنده‌ای,۷۱٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
۰,پراید 111 SE,مشهد، دانش آموز,۵۳٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 111 SX,مشهد، قوچان,بدون رنگ,۷۲٫۰۰۰,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SX,مشهد، آزادشهر,نقره‌ای,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دو لکه رنگ,پراید 111 SE,مشهد، هدایت,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۴۵,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 SX,مشهد، بلوار توس,سفید,دنده‌ای,۴۳٫۵۰۰٫۰۰۰ تومان,۹۷٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,تهران، میدان آزادی,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۶۶٫۰۰۰,۲۰۱۶ - ۱۳۹۵
چند لکه رنگ,پراید 111 SE,مشهد، سرافرازان,نوک‌مدادی,دنده‌ای,۳۶٫۵۰۰٫۰۰۰ تومان,۱۱۱٫۰۰۰,۲۰۱۳ - ۱۳۹۲
یک لکه رنگ,پراید 111 SL,مشهد، قاسم آباد (شهرک غرب),سفید,دنده‌ای,۴۵٫۲۰۰٫۰۰۰ تومان,۳۳٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 SX,مشهد، هاشمیه,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 111 EX,مشهد، ابوطالب,نوک‌مدادی,دنده‌ای,۱۴۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,مشهد، فرامرز عباسی,سفید,دنده‌ای,۴۹٫۰۰۰٫۰۰۰ تومان,۱۸٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 111 SE,مشهد، مصلی,بدون رنگ,۴۷٫۳۰۰٫۰۰۰ تومان,۴۲٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
چند لکه رنگ,پراید 111 SL,مشهد، طلاب,سفید,دنده‌ای,۳۵٫۲۰۰٫۰۰۰ تومان,۱۳۰,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 SX,مشهد، بلوار الهیه,سفید,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,۱۱۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 EX,مشهد، هنرستان,سفید,دنده‌ای,۴۹٫۶۰۰٫۰۰۰ تومان,۳۷٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 111 EX,مشهد، امام رضا,یک لکه رنگ,۴۱٫۰۰۰٫۰۰۰ تومان,۵۰,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 111 SE,مشهد، گلبهار,نقدی,دنده‌ای,توافقی,۸۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,مشهد، گلبهار,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۹۳٫۰۰۰,۲۰۱۶ - ۱۳۹۵
۴۰٫۰۰۰٫۰۰۰ تومان,پراید 111 SL,مشهد، کوی مهدی,چند لکه رنگ,۱۰۰,,,۲۰۱۵ - ۱۳۹۴
تک برگی,پراید 111 SE,مشهد، بلوار الهیه,بدون رنگ,۱۲۰٫۰۰۰,,,۲۰۱۵ - ۱۳۹۴
چند برگی,پراید 111 SE,مشهد، سرافرازان,دو لکه رنگ,۱۵۰٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,پراید 111 SE,مشهد، کوی مهدی,سفید,دنده‌ای,۴۳٫۰۰۰٫۰۰۰ تومان,۹۶٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دو لکه رنگ,پراید 111 SE,تهران، شهر ری,آبی,دنده‌ای,۳۸٫۲۰۰٫۰۰۰ تومان,۹۸٫۰۰۰,۲۰۱۴ - ۱۳۹۳
دو برگی,پراید 111 SX,تهران، تهرانپارس غربی,بدون رنگ,۴۸٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 111 SX,تهران، تهرانپارس شرقی,یک لکه رنگ,۱۵۸٫۰۰۰,,,۲۰۱۱ - ۱۳۹۰
۱۸۰٫۰۰۰,پراید 111 EX,تهران، فلاح,۱۷٫۰۰۰٫۰۰۰ تومان,,,,۲۰۰۳ - ۱۳۸۲
چند لکه رنگ,پراید 111 SL,تهران، شهر زیبا,نقدی,دنده‌ای,توافقی,۹۲٫۰۰۰,۲۰۱۰ - ۱۳۸۹
بدون رنگ,پراید 111 SE,تهران، آرژانتین,سفید,دنده‌ای,۱٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، شیخ هادی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، اقدسیه,سفید,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,تهران، پونک,سفید,دنده‌ای,۱۴٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
,پراید 111 EX,تهران، صادقیه,۰,,,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,پراید 111 SX,تهران، تهرانپارس غربی,سفید,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۵۱,۲۰۱۶ - ۱۳۹۵
نقدی,فروشی,تهران، جمال‌زاده,نقره‌ای,بدون رنگ,دنده‌ای,توافقی,پراید 111 SE
بدون رنگ,پراید 111 EX,مشهد، گلبهار,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SX,مشهد، کوی مهدی,نقدی,دنده‌ای,توافقی,۷۰۰,۲۰۱۷ - ۱۳۹۶
,پراید 111 SX,مشهد، هدایت,,,,,۲۰۱۱ - ۱۳۹۰
دنده‌ای,پراید 111 SE,مشهد، قاسم آباد (شهرک غرب),یک لکه رنگ,هستم,۱۵۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,مشهد، گاز شرقی,سفید,دنده‌ای,هستم,دی لایت,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SX,مشهد، ۱۷ شهریور,نقدی,دنده‌ای,توافقی,۱۴۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
دو لکه رنگ,پراید 111 SE,مشهد، گلبهار,نقدی,دنده‌ای,توافقی,دی لایت,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 111 SE,مشهد، صیاد شیرازی,سفید,دنده‌ای,۹۲٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 111 SE,مشهد، تربت حیدریه,سفید,دنده‌ای,۴۶٫۵۰۰٫۰۰۰ تومان,۷۲٫۰۰۰,۲۰۱۷ - ۱۳۹۶
,پراید 111 EX,مشهد، بلوار الهیه,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، شهرک گلستان غربی,سفید,دنده‌ای,۶۰,,۲۰۱۹ - ۱۳۹۸
تک برگی,پراید 111 SE,تهران، نارمک,بدون رنگ,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 EX,تهران، آهنگ,سفید,دنده‌ای,۲۷٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، پونک,آبی,دنده‌ای,هستم,۱۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 111 EX,تهران، ستارخان,نقدی و قسطی,دنده‌ای,توافقی,۱۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 111 SE,تهران، امام حسین(ع),سفید,دنده‌ای,۱۱۵,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,تهران، میدان انقلاب,نقره‌ای,دنده‌ای,۲۸٫۵۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 111 SE,مشهد، سجادشهر,سفید,دنده‌ای,دی لایت,۹۶٫۰۰۰,۲۰۱۵ - ۱۳۹۴
